Job titel,Company name,Address,Job type,Workplace,Job skills,Links
SMT Production Engineer,Partner & More -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 1 - 3 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Other · SMT · Production · Electrical Engineering · Electronics · Manufacturing · Engineering · Surface-Mount Technology,https://wuzzuf.net/jobs/p/buankw9dlqav-smt-production-engineer-partner-more-giza-egypt
Purchasing Manager,Confidential -,"Mohandessin, Giza, Egypt",Full Time,On-site,Manager · 7 - 10 Yrs of Exp · Purchasing/Procurement · Purchasing · Procurement · Management,https://wuzzuf.net/jobs/p/ahyl7cchz8hd-purchasing-manager-giza-egypt
Stock Controller,Jazeera Paints -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · males_only · Accounting/Finance · Administration · Logistics/Supply Chain · Accounting · Logistics · Stock Control · Supply Chain · Stock · Business Administration · ERP,https://wuzzuf.net/jobs/p/tspe0e63auqf-stock-controller-jazeera-paints-cairo-egypt
Packaging Procurement Manager,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,Manager · 15 - 17 Yrs of Exp · Manufacturing/Production · Packaging · Sourcing · Procurements · Supply Chain Management · Negotiation,https://wuzzuf.net/jobs/p/sbdptdbs845m-packaging-procurement-manager-giza-egypt
Commercial Category Manager,Tawfeer -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Purchasing/Procurement · Category Management · Purchase Orders (POs) · Procurement Process · Vendor Management · Contract Follow-up · B2B Procurement · Business Administration · Marketing · Retail,https://wuzzuf.net/jobs/p/mcl2pq2jynwg-commercial-category-manager-tawfeer-cairo-egypt
Senior VAS Engineer,Efada Technology -,"6th of October, Giza, Egypt",Full Time,Hybrid,Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · Information Technology (IT) · Software Development · VAS · REST · SQL · Linux,https://wuzzuf.net/jobs/p/zxg9ftk14gfs-senior-vas-engineer-efada-technology-giza-egypt
Corporate Account Manager,Tradeline Stores -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Business Development · Sales Target · Account Management · B2B · B2B Sales · B2B Marketing · B2B Software · B2C Sales · Communication · Event Management,https://wuzzuf.net/jobs/p/eevlvglwaye3-corporate-account-manager-tradeline-stores-giza-egypt
Compensation and Benefits Section Head,A-part Auto -,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced · 8 - 12 Yrs of Exp · Human Resources · Compensation · Human Resources (HR) · Compensation skills · Benefits Administration · Job Evaluation · Salary Structuring · Performance Management · HR Analytics · Legal Compliance,https://wuzzuf.net/jobs/p/nffojrhubm5g-compensation-and-benefits-section-head-a-part-auto-cairo-egypt
Digital Marketing Specialist,Jadaya IT Company -,"Riyadh, Saudi Arabia",Full Time,Remote,Experienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising · Digital Advertising · Advertising · Marketing · E-Marketing · Digital Marketing · Social Media,https://wuzzuf.net/saudi/jobs/p/ndl82jkvbd8z-digital-marketing-specialist-jadaya-it-company-riyadh-saudi-arabia
Application Support Engineer,Erada -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Application Support · Computer Science · Information Technology (IT) · Customer Support · Java · Engineering · Programming · Troubleshooting,https://wuzzuf.net/jobs/p/stt5j2d9hkxj-application-support-engineer-erada-cairo-egypt
Academic Supervisor,Hi-Q Academy -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · females_only · Administration · Education/Teaching · Training/Instructor · Teaching · Supervision · Academic Supervision · English Teaching · Teacher Training · Performance Evaluation · Google Sheets,https://wuzzuf.net/jobs/p/zsc0b0hlofyc-academic-supervisor-hi-q-academy-cairo-egypt
Sales Area Manager (Giza),OPPO Egypt  -,"Downtown, Cairo, Egypt",Full Time,On-site,Manager · 2 - 3 Yrs of Exp · Operations/Management · Sales/Retail · Sales · Sales Target · Supervision · Sales Supervision · Management · Negotiation · Retail · Sales Management,https://wuzzuf.net/jobs/p/2fzviviujvk5-sales-area-manager-giza-oppo-egypt-cairo-egypt
Stock Control Manager,Ninos Kids Wear  -,"Maadi, Cairo, Egypt",Full Time,On-site,Manager · 7 - 10 Yrs of Exp · Accounting/Finance · Logistics/Supply Chain · Quality Assurance · Stock · Stock Control · Quality Control · Administration · Engineering · Logistics · Management,https://wuzzuf.net/jobs/p/vax2m9kdp4b6-stock-control-manager-ninos-kids-wear-cairo-egypt
R&D Serial Life Manager,Groupe- Atlantic -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,Manager · 7 - 10 Yrs of Exp · R&D/Science · Engineering - Other · R&D · Technical Support · Management,https://wuzzuf.net/jobs/p/k0cyhdlx2m3m-rd-serial-life-manager-groupe-atlantic-cairo-egypt
General Accountant,Wham Clinics  -,"San Stefano, Alexandria, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · males_only · Accounting/Finance · Accounts Payable and Receivable · Financial Reporting · Problem Solving · Time Management,https://wuzzuf.net/jobs/p/xhavgpl5fxjc-general-accountant-wham-clinics-alexandria-egypt
Energy Engineer,Optima Solutions Group -,"6th of October, Giza, Egypt",Full Time,Hybrid,Entry Level · 0 - 2 Yrs of Exp · Engineering - Mechanical/Electrical · AutoCAD · 3D Modeling · Energy Efficiency · MEP Engineering · HVAC Systems · Design · Electrical Engineering · Energy · Engineering,https://wuzzuf.net/jobs/p/vfsxjxpccwci-energy-engineer-optima-solutions-group-giza-egypt
Personnel & Payroll Specialist,Shiny White Dental Center  -,"Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · males_preferred · Human Resources · Human Resources · Human Resource Management (HRM) · HR Policies · Payroll Administration · Payroll · Human Resource Management · Human Resource Information System · hr analyst · Oracle Human Resource Management System (HRMS),https://wuzzuf.net/jobs/p/19lzuhqya7ef-personnel-payroll-specialist-shiny-white-dental-center-cairo-egypt
Senior Strategic Operations Specialist,Idea  -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced · 5 - 8 Yrs of Exp · Administration · Operations/Management · Management · Project Management · Communication · Reporting · Computer Skills · Process Documentation · SOPs & Procedures Support · Organizational Skills,https://wuzzuf.net/jobs/p/kshspkq5jwtu-senior-strategic-operations-specialist-idea-giza-egypt
Sustainability Manager,Confidential -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Manufacturing/Production · Textile Industry · sustainability,https://wuzzuf.net/jobs/p/yzz50oydyifo-sustainability-manager-sharqia-egypt
Media Buyer,Sukoon -,"Cairo, Egypt",Full Time,Remote,Experienced · 4 - 7 Yrs of Exp · Marketing/PR/Advertising · Media Buyer · App Flyer,https://wuzzuf.net/jobs/p/wqx0n86fykjw-media-buyer-sukoon-alkahr-msr
Drilling Department Manager,FAID ALNAAM   -,"Farafra, New Valley, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Operations/Management · Administration · Drilling Operations · Management · Microsoft Office · Project Management · Team Leadership · Budgeting · Risk Management,https://wuzzuf.net/jobs/p/g0ubbvjnj0bg-drilling-department-manager-faid-alnaam-new-valley-egypt
Inventory Controller,Ninos Kids Wear  -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Logistics/Supply Chain · Inventory Control · Supply Chain · Stock Control · Accounting · Business Administration · Commerce,https://wuzzuf.net/jobs/p/ef6drayvshxz-inventory-controller-ninos-kids-wear-cairo-egypt
LiveOps Specialist,Octane solutions  -,"Cairo, Egypt",Full Time,On-site,Experienced · 2 - 4 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · Call Center · automotive · B2B,https://wuzzuf.net/jobs/p/9s8htyac2o7l-liveops-specialist-octane-solutions-cairo-egypt
Sales Operations - CRM & Outreach Coordinator.,Grieveai -,"Cairo, Egypt",Full Time,Remote,Experienced · 3+ Yrs of Exp · Operations/Management · Sales/Retail · Marketing Campaigns · Outbound Marketing · Calendar Management · Market Research · Canva Graphic Design · CRM · Project Coordination · GoHighLevel,https://wuzzuf.net/jobs/p/gwm85fbzwxql-sales-operations-crm-outreach-coordinator-grieveai-cairo-egypt
Marketing Specialist,Dr. Koura clinics -,"Mohandessin, Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · E-Marketing · Marketing · Social Media,https://wuzzuf.net/jobs/p/uxb85ag4owom-marketing-specialist-dr-koura-clinics-giza-egypt
Senior Visual Communication Designer (B2B),Specialized Seamless Services  -,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced · 4 - 8 Yrs of Exp · Creative/Design/Art · Design · Graphic Design · Creative · Adobe Photoshop · illustrator,https://wuzzuf.net/jobs/p/y1ww7qiav77z-senior-visual-communication-designer-b2b-specialized-seamless-services-cairo-egypt
Microbiology Lab. Specialist,Amoun Pharmaceutical  -,"Obour City, Cairo, Egypt",Full Time,On-site,Entry Level · 0 - 2 Yrs of Exp · R&D/Science · Medical/Healthcare · Quality · Microbiology · Pharmaceutical · Analytical Chemistry · Attention to Details · Problem Solving · Medical · Chemistry,https://wuzzuf.net/jobs/p/7phiwyhmocqk-microbiology-lab-specialist-amoun-pharmaceutical-cairo-egypt
Sales Manager,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager · 5 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales · Customer Service,https://wuzzuf.net/jobs/p/8necn1qzmirh-sales-manager-cairo-egypt
Admin (Quality Assurance),Ostool Transport -,"Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Administration · Administration · Microsoft Office · Quality Assurance,https://wuzzuf.net/jobs/p/ueajycv0on8y-admin-quality-assurance-ostool-transport-cairo-egypt
Graphic Designer / content creator,EPS -,"New Nozha, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Marketing · Graphic Design · Design · Content Writing · Creative · Social Media · Video Editing · Writing,https://wuzzuf.net/jobs/p/768x3d1sffhw-graphic-designer-content-creator-eps-cairo-egypt
Media Buyer,Core Wave Agency -,"Riyadh, Saudi Arabia",Part Time,Remote,Experienced · 3 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · Social Media · Marketing · WordPress Development · Mobile App Development,https://wuzzuf.net/saudi/jobs/p/avookshf2bi2-media-buyer-core-wave-agency-riyadh-saudi-arabia
Foreign Purchasing Coordinator - Spare Parts,Sea Port for Trading and Engineering -,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Foreign Purchasing · Procurement · Purchasing · Spare Parts · Supply Chain Management · Logistics Operations · Odoo ERP · Microsoft Excel,https://wuzzuf.net/jobs/p/tpu6xzycalj8-foreign-purchasing-coordinator-spare-parts-sea-port-for-trading-and-engineering-cairo-egypt
Junior Accountant,El Abd Group -,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level · 1 - 2 Yrs of Exp · males_only · Accounting/Finance · Accounts Receivable · Financial Reporting · Accounts Payable · Bank Reconciliation,https://wuzzuf.net/jobs/p/wp56lprb0zh5-junior-accountant-el-abd-group-giza-egypt
Senior Mechanical Procurement Engineer,Upwyde -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · Purchasing/Procurement · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · Procurement · senior,https://wuzzuf.net/jobs/p/mq9nnqpayg94-senior-mechanical-procurement-engineer-upwyde-cairo-egypt
Network & Security Engineer,Al Watania Poultry  -,"Smart Village, Giza, Egypt",Full Time,On-site,Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Information Technology (IT) · Computer Science · Engineering · Network · Security,https://wuzzuf.net/jobs/p/x8jhvp8lrbcv-network-security-engineer-al-watania-poultry-giza-egypt
Senior UI/UX Designer,Softxpert Incorporation  -,"Bolkly, Alexandria, Egypt",Full Time,Hybrid,Experienced · 4+ Yrs of Exp · Creative/Design/Art · IT/Software Development · UI Design · UX Design · Wireframing · Prototyping · User Research · Usability Testing · Interaction Design · Visual Design,https://wuzzuf.net/jobs/p/q7gvnaupluqr-senior-uiux-designer-softxpert-incorporation-alexandria-egypt
Organizational Development Manager,Valmore Holding -,"New Cairo, Cairo, Egypt",Full Time,On-site,Manager · 10 - 15 Yrs of Exp · Human Resources · Human Resources (HR) · OD · Performance Management · Administration · Business Administration · Business Development · Development · Information Technology (IT) · HR,https://wuzzuf.net/jobs/p/70hmwdyrzkvi-organizational-development-manager-valmore-holding-cairo-egypt
Senior Digital Marketing Specialist,Etisal Trading -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 4 - 6 Yrs of Exp · Marketing/PR/Advertising · Digital Marketing · E-Marketing · Social Media · Marketing · Google Analytics · Google Ads · Business Administration,https://wuzzuf.net/jobs/p/hhgliekt9bqf-senior-digital-marketing-specialist-etisal-trading-cairo-egypt
Last Mile Supervisor,BTC-Egypt Gold -,"Cairo, Egypt",Full Time,On-site,Experienced · 7 - 12 Yrs of Exp · Logistics/Supply Chain · Logistics · Startup · Supply Chain · ERP · English,https://wuzzuf.net/jobs/p/6dasakuqpecb-last-mile-supervisor-btc-egypt-gold-cairo-egypt
Marketer,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Business Development · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Market Research · Advertising · Business Administration · Communication · Digital Marketing,https://wuzzuf.net/jobs/p/ehlklng4kbda-marketer-giza-egypt
